ID,username,date,text
388,重生之土拨鼠黑化一百次,2022年01月31日 09:56,刚刚吃早饭我爷爷说起刘学州的事，什么意思，意思是有的人真的该死 ​
389,球amber,2022年01月31日 09:53,#绘画日签#30/72算是第一次画原创，努力让自己看上去不像小学生画画前几天刘学州事件有人提到哪吒削骨还父削肉还母，正好这期画哪吒@-米罗- @绘画日签 ​
390,天国的医生,2022年01月31日 09:32,《刘学州生命的终结，关键点是什么？》从被大众熟知，到“生来即清，还时亦静”的刘学州在三亚的海滩上，年仅15岁的他服药结束了自己悲情的一生！O网页链接 ​
391,南瑾尧,2022年01月31日 09:30,刚刚才了解完刘学州事件，原来小说里面的男主角根本就不会有he的结局啊。       其实我一直有个疑问为什么那么多人喜欢在虚拟世界恶意伤害他人，原来是因为在现实世界懦弱，一事无成，没有能力，才在网上寻找存在感 ，对此，我只想说一句呵呵。那这些人最好做好准备，你们一定会得到相应的惩罚。     ​  展开c
392,倦归黄叶村,2022年01月31日 09:27,【邹诗鹏｜“刘学州悲剧”的背后：网络世界后真相化的实质是民粹化】近年来，网络暴力甚嚣尘上，因“键盘侠”而导致的人身侵害层出不穷，谎话、流言、绯闻在网络上肆意流传，人们更倾向于把立场、情感和利益置于真相和真理之前，这一切都寓示着我们已经陷入了“后真相时代”。这样的深层次危机，无论是 ​  展开c
393,苏苏雪fairy,2022年01月31日 09:24,不过很多事情一码归一码，丰县那个女子很惨刘学州就不惨了？趁机踩刘学州一脚的还是人么？ ​
394,彭乔兰,2022年01月31日 09:07,刘学州你都走了这么多天我还是难过，现在就希望害你得抑郁的男老师和你那禽兽不如的爸妈得到惩罚，这些人没有一点爱，特别是爸妈孩子找到你都不要，没有一点悔过，还怪别人。是人吗。还有那个帽子会说那样的话，你收米收多了吧。所以州会说世俗掩盖了一切@刘学州a ​
395,Sunshine-昕-,2022年01月31日 08:41,刚刚做了个梦，梦到刘学州活着回来了，他笑得很开心，我拉着他问，最后一刻你可曾后悔？他说，后悔。 ​
396,我just玩玩罢了,2022年01月31日 08:36,#刘学州# 不用怀疑我的性别，我是男的，我只是看不惯普信男，和大男子主义，同样也看不惯女权主义，我觉得不论男性女性，当他们处于特殊困境的时候，他们就是弱势群体，还有不要网爆，有的人压根不知道网爆什么意思，他们以为网爆就是骂人，所以肆无忌惮的在网上发布各种评论，可压死骆驼的最后一根稻 ​  展开c
397,小綿綿羊la,2022年01月31日 08:35,他们永远不会承认自己做过的事有多恶毒 ，骂过最难听的词，编过最下流的绰号，动手的没动手的都一样 ，比石头还冷漠，恶毒又愚蠢，巴不得世界上多死一个人。求求那些键盘侠们都做个人吧。? ? #刘学州# 2南京 L豆包la的微博视频 ​
398,Doya-nanase,2022年01月31日 08:16,女拳网爆刘学州你可是一句话也不提啊@小熊_能能2 ​
399,小吉0222,2022年01月31日 08:09,#官方通报徐州丰县生育八孩女子情况#刘学州的故事和这8个孩子的妈妈是我最近听到最悲伤的故事，恶魔在人间 ​
400,猫羋森林,2022年01月31日 08:08,#刘学州#今天依旧为你难过呢，在那边要好好的吖 2潍坊 ​
401,小兔子过新年,2022年01月31日 08:07,#刘学州#这世间欠你一个公道 ​
402,张宏斌201711,2022年01月31日 08:05,刘学州生于农历2006年4月12日 他却一直过着9月28的生日 他说如果有可能，明年他还想过9月28的生日 2019年才知道自己并不是现在家庭的亲生孩子 犹豫了一年多，他也怕过，怕是被亲父母不要的孩子 可是最后他还是去找了…谁也想不到，找到才一个月的时间 直接导致了2022年1月24日才15周岁的他永远离开了  ​  展开c
403,心照不宣1225,2022年01月31日 07:57,今天是2021年最后一天了，想对刘学州说，愿你在我们看不到的方，安然无恙，愿你的冬天永远不缺暖阳！此时此刻，你应该是爸爸妈妈怀里全家人的宝贝了，新年快乐，州州，@刘学州a L心照不宣1225的微博视频 ​
404,艾辛格之城,2022年01月31日 07:39,今晚一口气刷了7集《开端》，直接通宵了还好迎来了happy end，所有人都实现了自己的愿望。希望生活中所有的故事也可以喜剧收尾。良知和道德是悬在头上的达摩克利斯之剑，用来约束内心中的恶，希望未来可以做到换位思考，与人为善；故事可以重置，但现实不能循环，每一次不明确真相的站队，都是 ​  展开c
405,猇小小小,2022年01月31日 07:31,除夕，把刘学州的视频又听了几遍，潸然，他一直在强调几组词汇，“我没有家。”“我没有去处。”“我是借住的。”“姥姥家我也回不去了。”其外表的挣扎都源自温暖的缺失，缺少安全感，寄人篱下，弃子的角色，渴望有一个容器能包裹收容他的身心，他的要求只是住，衣食住行四大样中生而为人最基本的住 ​  展开c
406,万里霞光6,2022年01月31日 07:16,"一直淋雨的孩子在生命的最后最后他还是想着为别人撑伞，多么善良的孩子呀！他走啦！老天真的对他太不公啦！老天爷啊！这真是""地狱空荡荡，恶魔在人间""呀！《刘学州，到底有多优秀？》刘学州，到底有多优秀？O网页链接 ​"
407,十一粒闲盐,2022年01月31日 07:11,卖了亲儿的刘学州父母被抓了没？ ​
408,赵日天喜欢吃肉,2022年01月31日 06:59,双标不行吗？刘学州时间挂全天热搜 徐州八孩事件撤热搜禁话题 凭什么要求女性对男性的苦难感同身受 谁来心疼女性？先做到男女平等再来骂女性双标吧 ​
409,万里霞光6,2022年01月31日 06:58,《刘学州直播讲述从小的经历，多难但坚强，善良阳光，有才气（二）》刘学州直播讲述从小的经历，多难但坚强，善良阳光，有才气（二）O网页链接 ​
410,蛆姐还钱了吗,2022年01月31日 06:54,连刘学州都要蹭，说完又要暗搓搓的删笑了以为别人不知道你们几个的事吗？非要说出来吗？ ​
411,时时时时时清玉,2022年01月31日 06:38,#刘学州遗体已火化#下辈子幸福快乐，平安顺遂 ​
412,白富美是吗,2022年01月31日 06:36,其实中国在保护妇女儿童这方面还是落后，都什么年代了，还有生八个孩子，把妈妈用铁链锁住的新闻。而且出来之后竟然也没有法律法规管束像刘学州这样的案例，死了就死了，网友再惋惜再可怜有什么用，他活着也不会得到保护啊，这种案例依然没有明确的法律约束所以什么祖国多么繁荣富强，对比欧美国 ​  展开c
413,居然改不了名字,2022年01月31日 05:40,#刘学州事件40个微博账号被永久禁言#人都不在了，禁言有个屁用，是他发布不实报道，必须付出代价 ​
414,十字街头sanny,2022年01月31日 05:33,#官方通报生育八孩女子情况#这几天刷微博 真是被“董渣”和刘学州亲生父母 气到。有些“东西”，称之为“人”，都是侮辱了这个字 ​
415,一切就让往事都随风,2022年01月31日 05:28,15岁的刘学州走了，我却什么都无法去为你做，你的字里行间充满积极又绝望的言语，我也不知道能为你说点啥？我只能竭斯底里的说：你若在坚持一下是否会有不同的结果！当时的你一定充满着绝望又冲动，若当时有旁人开导你是否也会有不同的结果！你把希望寄托给了别人给你画一个句号，你可知有你存在才能画 ​  展开c
416,喃喃1003,2022年01月31日 05:18,#刘学州# 优秀又努力的小朋友，辛苦了！你说遇到困难的时候只需要一个拥抱就可以能量满满，而不是不理解和嘲笑。可是你遇到那么多那么多的不理解和嘲笑啊，你放在心里燃烧着你幼小的心灵，任凭那些恶对你肆意践踏，却还是努力露出温暖阳光的笑脸。世界以痛吻你，你却报之以歌。你还是个未成年人（社会 ​  展开c
417,金雪儿Cherry,2022年01月31日 05:00,看到刘学州事件后，惋惜…痛心。“良言一句三冬暖，恶语伤人六月寒。”有时候，你不经意的一句话，可以拯救一个人，但同样也可以摧毁一个人。大多数人都体会不到，当一个人承受了巨大压力的时候，压倒他最后的稻草是什么，是不是你说的那句话？所以我们每个人都应该努力做到口下留德。? ? ?   ​  展开c
418,很难,2022年01月31日 04:39,刘学州一生太苦…愿来世幸福！  L很难的微博视频 ​
419,lI伊犁Il正斌lI,2022年01月31日 04:21,伊犁劝大家不要去网暴他人，搞清楚问题的所在，你想解决什么问题就去相对应的渠道处理，就好比医院收费不合理你去闹腾环卫处就离谱对吧。互联网上真真假假假假真真，不要轻易被煽动被带节奏，也不要去煽动他人。中国依法治国依法治疆。阴霾总会散去。最后劝大家一句，互联网不是法外之地，刘学 ​  展开c
420,Lixia传奇1372,2022年01月31日 04:01,世人当警醒!《a3109154的评论：关爱被父母抛弃的孩子，他们内心很孤独。当年有个女孩子，因为父母重男轻女，生出来他父母想丢弃，亲戚拿到城里养，但是种种原因，那个女孩也是有抑郁症，特别是她毕业后父母来找她那段时间...》三亚：鲜花礼物持续堆满海滩，此处不如给刘学州立个铜像！ ​
421,convallaria_majalis_linn,2022年01月31日 03:58,差不多得了、、网友前段时间不还在因为刘学州事件反省网暴吗、、、呃怎么又开始了? ?  ​
422,剧星迷妹,2022年01月31日 03:07,1.. 曾舜晞家里用钱帮他摆平了和公司的官司，他现在资源慢慢好起来了，都是央视的资源，尚雯婕那边也搞不了什么事情。   2. 爽现在迷信了很多，为了赚到钱，什么法事、手段都愿意去试，最近还开始吃起了符纸，说是有转运的功效。  3.王宝强现在就是低调，免得给前妻看到他热度高，就又跳出来找他麻 ​  展开c
423,节操已清零,2022年01月31日 03:02,#哪一刻你意识到这才是人间真实#刘学州和那个生了八个孩子的女人，冬天其实挺冷的。有时需要催眠自己:看，其实也没那么冷 ​
424,雷母挥霍温柔,2022年01月31日 02:52,看了刘学州的每一点一滴，我想到了我自己，曾经，我多么渴望我是被拐卖的孩子，多么渴望亲生父母来找我，经常想着，不论我的亲生父母是贫穷还是富有，我都愿意立刻跟他们走。可是，造化弄人，偏偏我所谓的养父母就是我亲生父母，曾经，我多么希望能逃脱他们的魔掌之下，多么希望他们不是我的父母。其实 ​  展开c
425,瀚海书画文玩收藏,2022年01月31日 02:35,1.. 曾舜晞家里用钱帮他摆平了和公司的官司，他现在资源慢慢好起来了，都是央视的资源，尚雯婕那边也搞不了什么事情。 2. 爽现在迷信了很多，为了赚到钱，什么法事、手段都愿意去试，最近还开始吃起了符纸，说是有转运的功效。3.王宝强现在就是低调，免得给前妻看到他热度高，就又跳出来找他麻烦没 ​  展开c
426,云边的阿澈,2022年01月31日 02:22,#刘学州# 他的一生，始于被遗弃，终于被遗弃，他有什么错，他只是想要一个家啊！ 2许昌 ​
427,lindeqingqing_c86353,2022年01月31日 02:19,我发表了头条文章:《刘学州事件》 O刘学州事件 ​
428,吃饱打栩栩,2022年01月31日 02:16,刘学州真的…十二岁就自己打工，他一个人穿着背心孤独的在洗盘子真的看着很难过。 ​
429,everythingisboring,2022年01月31日 02:03,之前刘学州事件让大家不要网爆的和骂黄璐的是同一批人吧，哎，这b互联网真的没救了 ​
430,花魁言,2022年01月31日 02:02,#刘学州 父母#选题 天下无不是的父母 ​
431,薄-荷-糖-雨,2022年01月31日 02:01,曾经那么积极的追寻希望的光，还是被父母再次残忍的推入黑暗的深渊。善良的人始终能感同身受，卑劣的人不会，即便你付出生命仍换不回他们的良知，因为他们没有。也许让身心一起解脱是你唯一的选择…多希望你能看到海边的花，它们在为你盛放！州州，来世你一定是个无忧无虑爸妈宠爱的孩子你真的很好 ​  展开c
432,碎碎念的熊,2022年01月31日 02:00,半夜想到刘学州睡不着才15岁的大好少年，好可惜啊～ ​
433,晚风又起了_,2022年01月31日 01:57,除夕在刘学州微博下翻看了一下，有很多送祝福的可爱的人，你看，这世界终究是温暖的，不是吗？ ​
434,Babygirl_Dom,2022年01月31日 01:55,哈哈哈哈说句大家觉得无脑的话如果我晚出生十年十五年的我还挺想和刘学州谈恋爱的这家伙未成年但是心性太成熟了逻辑思维也很清晰行动力也强可惜他就那样走了刘学州新年快乐啊你现在一定是个幸福的宝宝了? #刘学州# ​
435,良民爱发呆,2022年01月31日 01:54,每次都劝自己不要生气发脾气，可自己心眼好小啊！也行我不那么深情投入看的淡一点就好了好像人这一辈子糊糊涂涂的才会开心快乐吧，看明白了也就没啥意思了前两天看刘学州的时候佩服那兄弟的内心，要是自己早都扛不住了，目前的自己好像也就屁大的点事情，蠢事倒不至于，反正一次次的感觉时间有些你 ​  展开c
436,綠茶奈柰蘇,2022年01月31日 01:54,#哪一刻你意识到这才是人间真实#刘学州.... ​
437,灰夜基,2022年01月31日 01:30,我已然不敢相信一切急于煽动人情绪的信息。哪怕是最初看到刘学州的事情时，也是第一时间持着怀疑的态度。真的去世了么？会不会是故意博关注？或者有什么别的可以让一个人不惜用死亡去欺骗大众的原因？把所有能想到的可能都想个遍之后，才放下心来去悲伤、去愤怒、去疾呼。这的确是可悲的。但人之所 ​  展开c
438,玉垒关,2022年01月31日 01:07,今年这个年，过得荒腔走板的。从刘学州过世，拉开的序幕吧。 ​
439,默默踏华尔兹,2022年01月31日 01:03,刘学州的事让人很难过。。。 ​
440,小韩小韩颜值不凡,2022年01月31日 01:00,源基金请让我在此为刘学州发条微博，支持正能量? ? 谢谢 ​
441,Op_qOwingwing,2022年01月31日 00:55,#官方回应徐州八孩母亲被拴破屋# 官方说没有拐卖是有可能的，比如刘学州没有被拐卖，只是被亲生父母卖给人贩子，杨某侠可能是被亲生父母“嫁”给别人。图一是30年前一篇拐卖妇女成因分析，图二是一般收买精神病妇女的法律解释。杨太可怜了，希望她得到真正的救助。 ​
442,breakfastinbath,2022年01月31日 00:52,刘学州吃药死的？？我真的会想了解 ​
443,淋淋1006,2022年01月31日 00:52,谢谢这位大V  #刘学州事件#   应该给一些无良媒体立些规矩 ​​​
444,肖倩妮子女,2022年01月31日 00:44,可惜了刘学州这么好的孩子，这几天看着他的照片，他的视频已哭过好几回了。这么一个好大儿，怎么就不稀罕呢？世间冷暖，人情冷漠。 L肖倩妮子女的微博视频 ​
445,房子帆,2022年01月31日 00:16,@杀手耗KILLER @唐老师唐语鸣唐老实 我比你们更惨，但是我不说。@刘学州a 是我的老乡，我们河北的教育，需要大改特改。 2南宫市 ​
446,野马尘埃7,2022年01月31日 00:10,#刘学州之死其生父母或担刑责#有结果吗？ ​
447,1220yun,2022年01月31日 00:06,在州州走了以后，我看到有很多人们记住这个可爱的少年 他善良优秀，温柔孝顺 努力的发光，对未来充满希望 奈何人间疾苦，他实在太坎坷 披荆斩棘的一路走来 终究没有出那瞬间 那些曾经张口就来的人现在消失的无影无踪 爱他的人始终没能保护得了他 隔段时间，可能大家都会慢慢淡忘，可是这个少年永远不会 ​  展开c
448,必行比星,2022年01月31日 00:04,我的雪娃娃等你融化变成了云你要去找刘学州小哥哥知道吗你要好好的陪他玩努力的让他高兴一直陪着他谢谢你啦我的雪娃娃 ​
449,-黎卯-,2022年01月31日 00:01,#刘学州#当时大家dy声讨他的时候我记得都在说，找了亲生父母也不能啃老啥的。我以为他18岁了，毕业了，工作了。我就想着一定要离开这个家庭离开网络好好的过属于自己的生活。原来他才十五岁，那个时候我还在上学吧吃就不愁吧，他只是想要一个固定的接受他的居所。 ​
450,宝慧丫丫,2022年01月30日 22:59,第七天。明天就是除夕了、点一盏心灯、愿一路温暖！@刘学州a 2保亭黎族苗族自治县 ​
451,如果爱p1,2022年01月30日 22:57,#刘学州遗书#请警察叔叔一定要完成他的遗愿 ​
452,-鹿-先-森-,2022年01月30日 22:57,害死了刘学州，这个年你们过得心安吗？ 新京报文化客厅 ​
453,翊陳,2022年01月30日 22:53,#刘学州#今天 很普通 很平常 。 今年你15岁  明年你15岁。  我想，曾经的某个时刻你也期待过你的18岁吧 ！ 好好休息吧  下次一定是最幸福的 一定一定 ​
454,萨老师1号,2022年01月30日 22:46,黄璐跳出来辟谣，我一点都不觉得奇怪，我原先甚至觉得是剧组把她这个演员保护的太好了，她没有感受到那种气氛，所以以为无事发生，也很正常。在看了她评论区的回复后，我觉得她可能不怎么会说话，别人说看完电影后不敢关注她，她说自己过得还不错。观众为什么会产生害怕的情绪呢？因为这部电影描述 ​  展开c
455,呆萌的把伤痕当酒窝,2022年01月30日 22:37,#刘学州# 五味杂陈，大多数人其实都有善心，可有时候需要一些引子去激发…当然，刘学州的“亲”父母除外，我甚至不觉得他们有心。 ​
456,Angie惠子,2022年01月30日 22:33,#刘学州#刘学州白白死掉了吗？不问责吗？ ​
457,批注框,2022年01月30日 22:30,两天时间看完《开端》，循环和设置不重要，是不是像《源代码》更不重要，这部剧本就不是为了这些，只是通过一次次循环探寻普通人背后的不易，探究所谓不明真相吃瓜群众的“暴力”，多年前的《搜索》到如今的《开端》，上网的人可能都换了一代，但“键盘侠”依然还在，刘学州的悲剧真实在发生。谣言止于 ​  展开c
458,吟游诗人的宇宙之光,2022年01月30日 22:30,刘学州的自sha跟职业水军有莫大关系，因为你们让他看到了人性之恶，灭了他最后对生命和人世间的希望。职业水军这类事情我早就说过了，性质和后果非常严重，跟那些传销和诈骗阻组织没什么区别，影响极其恶劣，导致的后果非常严重。 ​
459,荒谬世界的反抗者,2022年01月30日 22:29,鹿道森、刘学州，新年快乐！ ​
460,lllaYa777,2022年01月30日 22:25,#刘学州#会有结果吗？会吧！ ​
461,艾尚小子,2022年01月30日 22:16,献给州州弟弟 2黄冈 L艾尚小子的微博视频 ​
462,二木二东,2022年01月30日 22:15,《学州记》邢台人氏刘学州，寻亲事件上热搜。亲生父母把他卖，颠倒黑白耍无赖。网友轻信无赖言，攻击学州只为钱。学州不忍网暴语，留下遗书把愿许。希望案件被清查，相关人员被惩罚。独自来到大海边，喝药离开了人间。学州事件是悲剧，心疼学州的遭遇。生生一个大活人，网暴致其变成坟 ​  展开c
463,吟游诗人的宇宙之光,2022年01月30日 22:15,刘学州的微博遗书里，有哪些地方警察叔叔(同志）可以做的更好的？ ​
464,周棋雨,2022年01月30日 22:13,对于刘学州事件，与其说互联网放大了人性，还不如说是人之初性本恶。我之前也相信人之初性本善，但是这个吃人的社会善良的人不会有好结果。 ​
465,暖心瓜,2022年01月30日 22:08,我发表了头条文章:《马天宇为刘学州发声出事了，网曝他被团队严重警告，或将遭冷处理》 O马天宇为刘学州发声出事了，网曝他被团队严重警告，或将遭冷处理 ​
466,州州小王子,2022年01月30日 21:59,"#刘学州# 州州养母死于横祸。州州死于非命。这都什么世道『谁看谁心碎,关系到人的生命_泪如泉涌_新浪博客』O谁看谁心碎,关系到人的生命 ​"
467,戈壁滩上的春暖花开,2022年01月30日 21:59,一叶州向阳而生#刘学州# 弟弟，今天是你离开的第七天了。给你做了个视频，希望你真的重生了，不会再有孤独。做个简简单单，快快乐乐的小孩? ? ?  L戈壁滩上的春暖花开的微博视频 ​
468,州州小王子,2022年01月30日 21:58,#刘学州# 州州一个字也没有说谎『邢台南宫烟花爆炸致一死两伤 没有医疗费两伤者治疗陷_泪如泉涌_新浪博客』O邢台南宫烟花爆炸致一死两伤 没有医疗费两伤者治疗陷 ​
469,等待夏天65794,2022年01月30日 21:46,#刘学州事件40个微博账号被永久禁言##刘学州事件微博处理92个账号# 微博管理员通报：关于近期广大网友关注的寻亲男孩刘学州事件，微博社区进一步排查线索。自1月12日当事人收到私信以来，至24日0点，共有1239个与当事人有私信往来的用户。依据法律法规，站方无权查看用户私信内容。我们对相关用户近期 ​  展开c
470,阳光的味道你懂的,2022年01月30日 21:45,打卡，还是意难平，希望刘学州弟弟在另一个世界过得幸福 2长治 ​
471,奶盖机关枪,2022年01月30日 21:43,张四七 程亦芝看到了一个蛮久前的小短文好像也不过时鹿道森 刘学州啊 好像什么都没变 ​
472,hubutoujibanjuduo,2022年01月30日 21:34,【明乐科技事儿】刘学州当年上学时，成绩优异，而且担任学生会干部，非常有希望考上一个很好的大学。据他的舅妈说 校长是杀死刘学州的间接凶手，他包庇坏人逼其转学毁了孩子，追责 被猥亵，还被逼退学……，生存的权利何在？ O网页链接 ​
473,feelingkathy,2022年01月30日 21:32,这大过年的，内心崩溃。看着鹿道森，刘学州，两位陌生弟弟的离去，我不知道内心怎么五味杂陈？！同样的亲生父母虐人啊！拿什么拯救我啊？！看看网友们给他们的关心关爱，也当成大家是对我说的安慰话啊#拯救身边鹿道森# ，#刘学州#  ，#鹿道森# 2上海 ​
474,大王来呀我在这呢,2022年01月30日 21:29,#刘学州事件40个微博账号被永久禁言#我的妈呀~，永久禁言，吓死人了都 ​
475,星子深深深,2022年01月30日 21:25,“你看清是谁杀了你吗？”“没有，他站在道德的至高点，在圣光下，我看不清他的脸”#刘学州#刘学州事件40个微博账号被永久禁言# 愿你下世幸福快乐 ​
476,Zac_Kwo,2022年01月30日 21:25,站在海边，才会明白刘学州为什么要归于大海。 ​
477,如果爱p1,2022年01月30日 21:19,#刘学州事件#真替刘学州感到不值，心痛 ​
478,栗子要加油吖,2022年01月30日 21:13,@刘学州a 网暴你的喷子活不过年三十 ​
479,聚散小流,2022年01月30日 21:07,#刘学州# L聚散小流的微博视频 ​
480,橘皮话梅糖,2022年01月30日 21:00,我妈喜欢看《等着我》帮助走失的亲人团聚别人团聚喜极而泣抱头痛哭? ? ? 我就想到刘学州一个人靠墙蹲着，或者给他生父母打电话的脸。他是聪明的小孩，只是承受不住这些痛苦了 ​
481,烂了嘴的小蹄子,2022年01月30日 20:48,下辈子你一定一定要幸福@刘学州a ​
482,LAURA-RUNNNNNN,2022年01月30日 20:44,#刘学州# 雪崩的时候，没有一片雪花是无辜的。15岁的孩子真的太可怜了！语言片语孰轻孰重，无法担责却口出狂言恶语。但是可怕的是，当没有惩罚的时候，这些雪花还是活得很好。我从很小就明白一个道理，人生真正公平的只有生命权。活得好不好跟人好坏不一定是直接关系。但是他连这个权利都遭到了否认。 ​
483,璎珞淇淇77,2022年01月30日 20:38,他离开的地方一片花海，鹿城三亚冬天依旧温暖，刘学州离世的前前后后都是他舅妈和好心的志愿者们在忙前忙后，亲生父母始终未出现！刘学州舅妈发声：感谢每一位关心和爱州州的家人们? 今生已翻篇，愿州州来生皆甜?  @刘学州 ​
484,一只皮球cc,2022年01月30日 20:35,#刘学州去世# 网络喷子，希望你们日日夜不能寐。亲生父母做到这个份上也是很绝了。这么多天过去了，还能不能还他一个公道？ ​
485,闲云野鹤古刹,2022年01月30日 20:34,#河北寻亲男孩刘学州已死亡#@新京报 ​
486,李律师li-zhilawyer,2022年01月30日 20:32,分享视频 LLeezigan的微博视频 ​
487,微v___,2022年01月30日 20:28,“日落归山海，没有人不遗憾，只是有人不喊疼。”#刘学州去世##刘学州遗书希望加害者得到惩罚# ​
488,米夕夕-,2022年01月30日 20:27,#臭蛋抄袭#自从看了那个寻亲男孩刘学州被网友网暴去世的新闻，我就再也不在网上轻易站队评价一个事情了。网友们总觉得自己正直大义窥见了事实真相，在网络上针锋相对唇枪舌剑，实际上和市井泼妇没有任何区别，都只是给自己徒增烦恼罢了，我曾经也是热血青年一枚，但是也恍然自己的热血导致了很多不可逆 ​  展开c
489,Melody71823,2022年01月30日 20:21,小红书里好多人问刘学州吃的药叫什么 ​
490,野外横笛,2022年01月30日 20:15,【探索与争鸣杂志｜陆晔：从《新京报》刘学州寻亲风波报道谈互联网时代的新闻业态】回到《新京报》争议报道本身，我个人很赞同展开上述关于“家事”类社会新闻报道路径的讨论，但或许不是“放手”，而是尝试将这个悲情的个体故事置于更具公共性的社会参考框架下展开，既最大限度尝试减少对当事人的心理 ​  展开c
491,breakfastinbath,2022年01月30日 20:10,羡慕e人惹 去死的行动力强多了 比如刘学州啦鹿先森啦我就只能叽叽歪歪绑来解去 ​
492,Octopus章鱼小肉丸,2022年01月30日 20:05,不管是拐卖小孩还是妇女 买方卖方人贩子都应该通通被抓起来 然后黥面 以后走在路上被人人喊打 一辈子赎罪 #湖南无妈村##刘学州##官方通报徐州丰县生育八孩女子情况# 人渣们到底什么时候才能不祸害别人  大过年的 ​
493,zhuzhu安吉,2022年01月30日 20:05,州州，今天30号了，今天我的心情比前些天好了一点，又上网看你了，那么阳光帅气有才气（我知道你喜欢听），再过30年，我不知道还会不会想起你，所以我写下来，我们的记录一直都在，刘学州，我们爱你。州州，那天你是不是一时想不开，听着歌，看着遗书，越来越糟，对不对，永远停留在15岁的你，也 ​  展开c
494,用户6867713576,2022年01月30日 20:02,#刘学州#在抖音上第一次认识你，却是你离开的视频，这短短数十载你尝尽人间疾苦，愿你下辈子做个快乐天使，所有不好的都避开你，? ? ? ? ? ?  ​
495,我心一文,2022年01月30日 19:59,『陆晔｜从《新京报》刘学州寻亲风波报道谈互联网时代的新闻业态｜深度观察』O陆晔｜从《新京报》刘学州寻亲风波报道谈互联网时代的新闻业态｜深度观察 ​
496,然后与岁月摔角,2022年01月30日 19:54,当时刘学州发遗书   我还在熬夜  是第一批读到的那些人根本不忍读下去昨天才见到他确认死亡的新闻今天就    又见指尖发出的遗书好像这里的高压锅轰鸣声越来越高  越来越尖    已经到了爆炸的边缘 好像越来越多人不可忍受了  与我们告别沉默挥别   才发现 天  竟然已经那么黑了 ​​​
497,肖意一肖宇齐,2022年01月30日 19:52,刘学州@刘学州a ，我真的太#累#了，真的好#累#好#累#，不知道该怎么办？ ​
498,北京小坦克,2022年01月30日 19:51,一部开端，感觉无意间集合了最苦打工人和刘学州的悲剧。如果真有循环，该有多好。 ​
499,樱井侑子本丸甜,2022年01月30日 19:38,#刘学州# 人们是否已将你遗忘？@刘学州a 2达州·宣汉县 ​
500,我开心就好您随意,2022年01月30日 19:21,在刘学州事件过去有一段时间后，我对这件事情才开始想说一些话。(没有对刘学州进行过网络暴力，拒绝狙击)这个时代，我们可以说它好吗？当然可以。我们可以说它不好吗？当然也可以。它的好与不好，不是时代的好与坏，而是如今人类生活的好与坏。网络媒体人盛行，只要你有一张会说话的嘴，你就可以在 ​  展开c
501,出门经常邂逅大饼却再无下文,2022年01月30日 19:18,#臭蛋抄袭#  有没有可能那个人叫刘学州？ ​
502,骡子爱跳水,2022年01月30日 19:17,为什么#刘学州# 的事情都这么久了，我每天还能在网上看到有人在网暴别人，不知道事情全貌就那么喜欢说道别人几句吗？每天对别人进行恶毒的语言攻击到底是什么心态？任何人的任何一句话都可以成为压死骆驼的最后一根稻草，为什么一定要显得自己那么有存在感呢？换成任何一个人也没有想被成千上万的网友 ​  展开c
503,古楼汲连珠,2022年01月30日 19:14,请问新京报@新京报 对于因听刘学州母亲片面之词而引导舆论网暴刘学州这件事你给我们一个交代！！！@新京报 你一直不做回应是什么态度，你觉得这样以后网络就会忘记你吗???请给一个说法！！！ ​
504,黽鬬鳪懖綸,2022年01月30日 19:12,"#新京报##刘学州事件40个微博账号被永久禁言# 这事结局我有预感：根据相关法律法规和政策,不予显示据说图会被和谐，我试一下@新京报 ​​​，果真还是和谐了，毕竟主管部门是某宣传部的 ​​​禁言几个账号在这条人命前显得特别搞笑，还是冷笑那种#恩将仇报的小猫咪# 毕竟小可爱 ​"
505,鬼斧Axe,2022年01月30日 19:05,girls help girls是真的，因为“他们会吃人，就未必不会吃我。”这个道理女孩们都知道。这些年这么多女人被杀被猥亵被家暴的事在网上引发热议，我确实没怎么见身边的男性在社交平台转发或讨论这些事，都是女孩子们在转发在愤怒在质疑。刘学州那事倒是有认识的男性在社交平台上感慨（当然，我没有比 ​  展开c
506,lajizjnjznskn,2022年01月30日 18:32,我再说一遍：在刘学州事件，相关部门给予正确的处理，人道主义的关怀，女人就会相信国家会对我15岁的孩子好，在孩子方面就会得到来自更多来自国家方面的安全感。在徐州八个孩子母亲事件，相关部门给予正确处理，人道主义关怀，女人就会相信自己是受国家保护的，不会走在路上被人“捡”到，不会被拴着 ​  展开c
507,Kudo_Kennori_Borns,2022年01月30日 18:21,身在三亚的的我今天就借着在海棠湾游玩之际来到了#刘学州#弟弟生前来过得地方送给了他一些甜品。这几天每次看到有关学州弟弟的新闻我都忍不住要哭，学州弟弟走到这一步能看得出他有多绝望，他已经没办法再继续活下去了，心疼死了学州弟弟一路走好 2三亚·后海村 ​
508,美丽de心晴,2022年01月30日 18:19,《刘学州舅妈发声明：不接受任何形式的捐款》O网页链接 ​
